Account,Name,Date,Downloads,Units,Amount
Motion Industries Inc.,ACCOUNTLEVEL,-48,8229,2897,2528
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-48,12876,5801,10812
Quantum Foods,ACCOUNTLEVEL,-48,1248,4371,8501
Family Magazine,ACCOUNTLEVEL,-48,7579,2005,3752
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-48,9673,13188,11549
Innovative Laser Inc,ACCOUNTLEVEL,-48,6708,8244,6992
Addis Housewares Ltd,ACCOUNTLEVEL,-48,648,13152,8124
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-48,14344,5237,2894
APLNG,ACCOUNTLEVEL,-48,9394,5983,11598
Quince Hungary Kft,ACCOUNTLEVEL,-48,12193,754,12361
Jandel Scientific Inc.,ACCOUNTLEVEL,-48,10043,5666,14375
Viking Tool & Steel,ACCOUNTLEVEL,-48,3724,3921,8236
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-48,4664,11440,14543
MAPE USA,ACCOUNTLEVEL,-48,7714,11881,3441
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-48,4469,13894,716
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-48,9119,9824,12368
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-48,12922,3799,10787
M&M SERVICE CO,ACCOUNTLEVEL,-48,10989,853,3766
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-48,14422,12023,7101
L and P Financial Services Co,ACCOUNTLEVEL,-48,8205,5345,9194
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-48,1344,4224,3890
CATMADER SL,ACCOUNTLEVEL,-48,3254,13174,11148
Tekno Inc,ACCOUNTLEVEL,-48,6258,1148,11687
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-48,6376,12030,7194
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-48,8073,11243,5687
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-48,5862,12843,124
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-48,10052,12572,8186
COMERGALV SA DE CV,ACCOUNTLEVEL,-48,1538,11206,1548
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-48,2697,13564,3510
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-48,6251,13834,14852
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-48,13443,9101,11510
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-48,6996,7313,2732
TERENTRO SA DE CV,ACCOUNTLEVEL,-48,14844,6858,8571
FUNTASTIC LIMITED,ACCOUNTLEVEL,-48,8310,3606,13278
DeeTag USA,ACCOUNTLEVEL,-48,6733,11641,12838
Lakeland Village,ACCOUNTLEVEL,-48,4822,2196,9290
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-48,8940,4646,12675
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-48,11971,10386,4129
Do not Use1,ACCOUNTLEVEL,-48,4749,13819,11279
Oil Chem Research Corp,ACCOUNTLEVEL,-48,7756,12234,12662
LICK ELEVATOR,ACCOUNTLEVEL,-48,4005,8031,14613
Quanex Screens LLC,ACCOUNTLEVEL,-48,14970,9954,87
A and T unlimit Limited,ACCOUNTLEVEL,-49,11113,2632,9620
Sienna Gold Ltd,ACCOUNTLEVEL,-49,8079,9489,5986
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-49,6206,6626,14168
Murex N.A. Ltd,ACCOUNTLEVEL,-49,10644,14152,9244
Via Systems,ACCOUNTLEVEL,-49,8934,12831,13742
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-49,5138,7755,292
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-49,60,1458,11927
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-49,12178,1200,4396
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-49,766,6224,14086
Anunay Fab Ltd,ACCOUNTLEVEL,-49,6406,14050,2517
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-49,583,11001,3946
Jadow B & Sons Inc,ACCOUNTLEVEL,-49,11330,11823,6395
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-49,13389,10019,11642
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-49,3409,13333,11855
Alltech Automotive LLC,ACCOUNTLEVEL,-49,5094,9488,10727
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-49,10512,2701,11954
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-49,5563,438,1024
ATTEBURY GRAIN,ACCOUNTLEVEL,-49,7341,4767,324
Vicor,ACCOUNTLEVEL,-49,2251,9806,7014
Baja Inc,ACCOUNTLEVEL,-49,8930,13990,11191
National Assn of Printing Ink,ACCOUNTLEVEL,-49,5625,3478,4668
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-49,751,6934,6691
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-49,2749,4233,10039
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-49,5443,6745,182
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-49,4216,13708,12844
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-49,795,556,10108
Triumph Tool NC Inc,ACCOUNTLEVEL,-49,12127,7589,7618
Darta NV,ACCOUNTLEVEL,-49,5418,6764,3040
COTY UK LTD,ACCOUNTLEVEL,-49,10211,4992,10738
Deal Partners Limited,ACCOUNTLEVEL,-49,14426,3784,11157
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-49,10563,2377,8300
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-49,7931,14507,4998
GKN Sinter Metals,ACCOUNTLEVEL,-49,114,2884,7614
AGENCE PRESSE,ACCOUNTLEVEL,-49,10724,6695,5970
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-49,2312,7477,6212
AUREA SOFTWARE INC,ACCOUNTLEVEL,-49,4250,10260,8455
Ocean Sports Wear,ACCOUNTLEVEL,-49,9884,10054,14780
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-49,5400,2034,2332
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-49,9547,3835,941
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-49,9519,10990,3679
UNIFOODS SA DE CV,ACCOUNTLEVEL,-49,10939,3953,1590
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-49,6667,12728,5819
JARDINS DE NORTENE,ACCOUNTLEVEL,-49,10379,10654,145
Terry Store age spa,ACCOUNTLEVEL,-49,27,7711,11423
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-49,14395,4110,4482
ST. CLAIR SERVICE,ACCOUNTLEVEL,-49,5491,13873,11279
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-49,12158,4083,1875
CARNES KM SA DE CV,ACCOUNTLEVEL,-49,13492,9971,12548
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-49,2805,4981,11947
COMNET SA DE CV,ACCOUNTLEVEL,-49,10815,7185,2866
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-49,12403,14037,1993
FRUITCORP SA DE CV,ACCOUNTLEVEL,-49,2720,11547,10645
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-49,5857,13378,7142
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-49,8495,1751,13655
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-49,10353,7379,8556
K & S Contractors Supply Co,ACCOUNTLEVEL,-49,10797,14021,712
Tioga Hardwoods Inc,ACCOUNTLEVEL,-49,342,8938,483
GHCL Limited,ACCOUNTLEVEL,-49,7361,10483,12178
Motion Industries Inc.,ACCOUNTLEVEL,-49,12825,1733,759
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-49,2551,12317,3891
Quantum Foods,ACCOUNTLEVEL,-49,11353,13747,4464
Family Magazine,ACCOUNTLEVEL,-49,4125,4944,7424
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-49,11613,2669,4294
Innovative Laser Inc,ACCOUNTLEVEL,-49,12777,6445,4203
Addis Housewares Ltd,ACCOUNTLEVEL,-49,8184,9476,8189
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-49,12916,6039,6368
APLNG,ACCOUNTLEVEL,-49,8126,12280,11535
Quince Hungary Kft,ACCOUNTLEVEL,-49,8105,151,9952
Jandel Scientific Inc.,ACCOUNTLEVEL,-49,6956,2399,4038
Viking Tool & Steel,ACCOUNTLEVEL,-49,8578,3616,6940
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-49,13917,627,401
MAPE USA,ACCOUNTLEVEL,-49,3314,11540,5285
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-49,10830,10069,7303
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-49,1660,4713,10368
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-49,3956,11297,6166
M&M SERVICE CO,ACCOUNTLEVEL,-49,1457,8341,13466
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-49,3106,10648,12241
L and P Financial Services Co,ACCOUNTLEVEL,-49,237,14818,4554
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-49,2591,5467,8341
CATMADER SL,ACCOUNTLEVEL,-49,11503,13101,3596
Tekno Inc,ACCOUNTLEVEL,-49,3498,421,215
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-49,3142,968,2670
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-49,1729,13979,7075
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-49,10708,8502,5240
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-49,8840,1794,12943
COMERGALV SA DE CV,ACCOUNTLEVEL,-49,11677,11677,13727
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-49,3111,717,10452
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-49,2553,14660,14138
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-49,8140,9742,8682
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-49,8118,14938,13210
TERENTRO SA DE CV,ACCOUNTLEVEL,-49,1859,14206,444
FUNTASTIC LIMITED,ACCOUNTLEVEL,-49,6158,12441,14223
DeeTag USA,ACCOUNTLEVEL,-49,889,1308,9674
Lakeland Village,ACCOUNTLEVEL,-49,1668,5970,1126
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-49,5122,11970,8036
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-49,1809,12419,9756
Do not Use1,ACCOUNTLEVEL,-49,1414,4240,6551
Oil Chem Research Corp,ACCOUNTLEVEL,-49,1301,6262,83
LICK ELEVATOR,ACCOUNTLEVEL,-49,10563,8364,5734
Quanex Screens LLC,ACCOUNTLEVEL,-49,9602,609,9011
A and T unlimit Limited,ACCOUNTLEVEL,-50,7779,10656,10295
Sienna Gold Ltd,ACCOUNTLEVEL,-50,12355,10020,5360
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-50,9895,10215,6569
Murex N.A. Ltd,ACCOUNTLEVEL,-50,6390,8576,3824
Via Systems,ACCOUNTLEVEL,-50,6185,7505,9217
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-50,4778,4567,10754
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-50,5659,12877,13911
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-50,7391,8730,7846
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-50,14357,1031,1272
Anunay Fab Ltd,ACCOUNTLEVEL,-50,11489,10417,6596
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-50,6841,4810,4444
Jadow B & Sons Inc,ACCOUNTLEVEL,-50,3093,2056,11411
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-50,590,9937,584
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-50,9029,3997,1826
Alltech Automotive LLC,ACCOUNTLEVEL,-50,10622,5299,4442
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-50,2923,13397,13794
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-50,3259,4576,2471
ATTEBURY GRAIN,ACCOUNTLEVEL,-50,10575,11983,8896
Vicor,ACCOUNTLEVEL,-50,11102,9594,12928
Baja Inc,ACCOUNTLEVEL,-50,8185,3155,10685
National Assn of Printing Ink,ACCOUNTLEVEL,-50,4986,13750,5874
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-50,1049,4149,14974
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-50,1449,14304,12017
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-50,4020,6176,6726
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-50,4583,12482,12244
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-50,12219,7200,5677
Triumph Tool NC Inc,ACCOUNTLEVEL,-50,10150,1408,8998
Darta NV,ACCOUNTLEVEL,-50,3200,10026,2139
COTY UK LTD,ACCOUNTLEVEL,-50,9487,14067,3549
Deal Partners Limited,ACCOUNTLEVEL,-50,2687,1765,8589
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-50,10481,14728,12364
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-50,4646,10023,6565
GKN Sinter Metals,ACCOUNTLEVEL,-50,7579,5615,9418
AGENCE PRESSE,ACCOUNTLEVEL,-50,2824,425,11627
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-50,11717,5267,2008
AUREA SOFTWARE INC,ACCOUNTLEVEL,-50,12672,8953,11376
Ocean Sports Wear,ACCOUNTLEVEL,-50,4272,11965,13181
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-50,13032,8918,14612
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-50,11761,8399,4899
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-50,12932,9182,9587
UNIFOODS SA DE CV,ACCOUNTLEVEL,-50,1933,14402,14653
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-50,5356,429,4072
JARDINS DE NORTENE,ACCOUNTLEVEL,-50,1699,4153,9109
Terry Store age spa,ACCOUNTLEVEL,-50,2468,6696,13529
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-50,4628,7797,11805
ST. CLAIR SERVICE,ACCOUNTLEVEL,-50,4719,5420,1588
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-50,12580,4452,739
CARNES KM SA DE CV,ACCOUNTLEVEL,-50,13556,12098,13789
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-50,6133,11232,3813
COMNET SA DE CV,ACCOUNTLEVEL,-50,8472,8865,13149
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-50,10756,9811,8704
FRUITCORP SA DE CV,ACCOUNTLEVEL,-50,6752,2946,2473
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-50,10432,3585,10437
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-50,11204,1060,3363
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-50,7828,7836,8217
K & S Contractors Supply Co,ACCOUNTLEVEL,-50,10105,14026,4245
Tioga Hardwoods Inc,ACCOUNTLEVEL,-50,7724,11786,613
GHCL Limited,ACCOUNTLEVEL,-50,5521,12697,5962
Motion Industries Inc.,ACCOUNTLEVEL,-50,11498,9601,7036
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-50,8579,3723,7797
Quantum Foods,ACCOUNTLEVEL,-50,9040,11540,4589
Family Magazine,ACCOUNTLEVEL,-50,2783,2125,3616
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-50,10816,2450,7672
Innovative Laser Inc,ACCOUNTLEVEL,-50,7218,8236,2791
Addis Housewares Ltd,ACCOUNTLEVEL,-50,8403,5276,2864
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-50,14533,12358,5037
APLNG,ACCOUNTLEVEL,-50,9669,12482,14758
Quince Hungary Kft,ACCOUNTLEVEL,-50,1228,5750,6809
Jandel Scientific Inc.,ACCOUNTLEVEL,-50,11025,724,14021
Viking Tool & Steel,ACCOUNTLEVEL,-50,10645,4879,14749
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-50,12211,13892,1019
MAPE USA,ACCOUNTLEVEL,-50,8314,11760,8800
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-50,3358,1246,8550
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-50,10976,12732,13339
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-50,10467,600,11145
M&M SERVICE CO,ACCOUNTLEVEL,-50,1820,5242,8244
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-50,9729,6956,2235
L and P Financial Services Co,ACCOUNTLEVEL,-50,5629,3161,10322
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-50,11965,10737,13691
CATMADER SL,ACCOUNTLEVEL,-50,2347,6017,4495
Tekno Inc,ACCOUNTLEVEL,-50,7861,5725,2682
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-50,7737,2725,8057
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-50,4269,3148,12562
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-50,13028,11975,6726
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-50,11508,3425,7163
COMERGALV SA DE CV,ACCOUNTLEVEL,-50,2737,11904,4993
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-50,6506,9146,758
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-50,13475,830,4273
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-50,11382,12871,4226
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-50,2169,8102,13824
TERENTRO SA DE CV,ACCOUNTLEVEL,-50,9251,6193,12928
FUNTASTIC LIMITED,ACCOUNTLEVEL,-50,3477,2190,14883
DeeTag USA,ACCOUNTLEVEL,-50,6947,14322,2275
Lakeland Village,ACCOUNTLEVEL,-50,10145,2030,9365
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-50,729,5624,10704
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-50,4404,4408,7532
Do not Use1,ACCOUNTLEVEL,-50,7389,13917,1232
Oil Chem Research Corp,ACCOUNTLEVEL,-50,5551,10102,12836
LICK ELEVATOR,ACCOUNTLEVEL,-50,8685,5434,2162
Quanex Screens LLC,ACCOUNTLEVEL,-50,4706,1153,4989
A and T unlimit Limited,ACCOUNTLEVEL,-51,13824,7235,193
Sienna Gold Ltd,ACCOUNTLEVEL,-51,9892,1313,2239
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-51,10212,1834,12611
Murex N.A. Ltd,ACCOUNTLEVEL,-51,13408,4784,4053
Via Systems,ACCOUNTLEVEL,-51,7772,3073,10092
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-51,14939,14129,1486
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-51,1523,9538,3268
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-51,8916,9856,12109
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-51,1034,10405,9670
Anunay Fab Ltd,ACCOUNTLEVEL,-51,3803,9622,14713
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-51,4921,5566,13156
Jadow B & Sons Inc,ACCOUNTLEVEL,-51,9019,4464,131
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-51,12685,11458,12357
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-51,11851,13749,1617
Alltech Automotive LLC,ACCOUNTLEVEL,-51,8083,6451,2072
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-51,7383,13547,771
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-51,7444,13536,1890
ATTEBURY GRAIN,ACCOUNTLEVEL,-51,7089,2404,12960
Vicor,ACCOUNTLEVEL,-51,4862,6955,2503
Baja Inc,ACCOUNTLEVEL,-51,13480,11741,12262
National Assn of Printing Ink,ACCOUNTLEVEL,-51,595,6849,7238
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-51,3837,12639,92
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-51,5352,9294,1122
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-51,14182,4474,774
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-51,5100,9813,1040
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-51,12315,64,13944
Triumph Tool NC Inc,ACCOUNTLEVEL,-51,2776,14061,6533
Darta NV,ACCOUNTLEVEL,-51,11377,2962,10707
COTY UK LTD,ACCOUNTLEVEL,-51,13157,13886,1399
Deal Partners Limited,ACCOUNTLEVEL,-51,4013,10304,8590
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-51,11768,6984,11109
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-51,2654,10483,9491
GKN Sinter Metals,ACCOUNTLEVEL,-51,4881,14477,4078
AGENCE PRESSE,ACCOUNTLEVEL,-51,739,12581,4588
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-51,3617,7333,11834
AUREA SOFTWARE INC,ACCOUNTLEVEL,-51,10302,12639,11833
Ocean Sports Wear,ACCOUNTLEVEL,-51,14324,8713,1032
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-51,13259,5196,11554
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-51,3236,8232,13495
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-51,12834,9244,775
UNIFOODS SA DE CV,ACCOUNTLEVEL,-51,11688,1949,3908
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-51,3462,7715,4902
JARDINS DE NORTENE,ACCOUNTLEVEL,-51,8533,12893,4764
Terry Store age spa,ACCOUNTLEVEL,-51,1582,2007,2215
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-51,10477,326,3581
ST. CLAIR SERVICE,ACCOUNTLEVEL,-51,8824,7731,14671
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-51,13973,5788,12767
CARNES KM SA DE CV,ACCOUNTLEVEL,-51,10696,13916,9936
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-51,8914,7211,12891
COMNET SA DE CV,ACCOUNTLEVEL,-51,1618,2184,14912
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-51,5015,5682,997
FRUITCORP SA DE CV,ACCOUNTLEVEL,-51,13577,7504,8590
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-51,13965,548,10804
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-51,3527,12789,985
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-51,4770,2297,934
K & S Contractors Supply Co,ACCOUNTLEVEL,-51,12628,5144,2138
Tioga Hardwoods Inc,ACCOUNTLEVEL,-51,7194,7720,7428
GHCL Limited,ACCOUNTLEVEL,-51,11956,5695,9951
Motion Industries Inc.,ACCOUNTLEVEL,-51,7267,6939,8229
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-51,7196,7558,8368
Quantum Foods,ACCOUNTLEVEL,-51,5572,8207,10677
Family Magazine,ACCOUNTLEVEL,-51,12499,7587,267
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-51,1974,7994,5690
Innovative Laser Inc,ACCOUNTLEVEL,-51,6625,1108,13943
Addis Housewares Ltd,ACCOUNTLEVEL,-51,11072,13071,1148
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-51,14050,1461,12541
APLNG,ACCOUNTLEVEL,-51,6814,12940,9761
Quince Hungary Kft,ACCOUNTLEVEL,-51,11512,7932,2871
Jandel Scientific Inc.,ACCOUNTLEVEL,-51,4204,11108,10866
Viking Tool & Steel,ACCOUNTLEVEL,-51,1814,11373,5293
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-51,9875,924,8817
MAPE USA,ACCOUNTLEVEL,-51,11022,2123,5985
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-51,9048,14554,7479
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-51,11858,8050,12923
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-51,12431,656,2260
M&M SERVICE CO,ACCOUNTLEVEL,-51,12595,1802,7283
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-51,12700,374,813
L and P Financial Services Co,ACCOUNTLEVEL,-51,7969,11764,5725
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-51,4335,7645,12230
CATMADER SL,ACCOUNTLEVEL,-51,6858,4808,3233
Tekno Inc,ACCOUNTLEVEL,-51,9045,1271,2637
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-51,13369,353,10679
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-51,3020,5219,10623
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-51,10300,8540,2695
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-51,9090,2395,10235
COMERGALV SA DE CV,ACCOUNTLEVEL,-51,10588,4202,8341
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-51,14794,14498,12359
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-51,7926,10222,687
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-51,11644,14970,8402
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-51,12777,11698,413
TERENTRO SA DE CV,ACCOUNTLEVEL,-51,8487,13557,9137
FUNTASTIC LIMITED,ACCOUNTLEVEL,-51,10174,4023,9326
DeeTag USA,ACCOUNTLEVEL,-51,11052,13641,2986
Lakeland Village,ACCOUNTLEVEL,-51,12101,12384,2782
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-51,2082,6493,6713
